,customerid,bank_account_type,bank_name_clients,bank_branch_clients,employment_status_clients,level_of_education_clients,age,village,state,county
1230,8a858fd85b685607015b6dfb15ef56c2,Savings,First Bank,,Permanent,,37.0,,Ogun,Abeokuta South
1231,8a858f5e5cb23c77015cb94d2a40409c,Savings,Zenith Bank,,,,35.0,Bale-Akiosi,Ogun,Ifo
1232,8a858e105bd92644015bdc54519566e5,Savings,First Bank,,Permanent,,37.0,Mafoluku Area,Lagos,Oshodi/Isolo
1233,8a858e645591c24b01559aebf3576da3,Other,GT Bank,,,,44.0,,Lagos,Kosofe
1234,8a858fd458639fcc0158680d96df6d18,Savings,GT Bank,,Permanent,,36.0,Moba,Lagos,Eti Osa
1235,8a858f235b8bf5bc015b8bf94dbc0278,Savings,GT Bank,,Permanent,,38.0,Agidingbi,Lagos,Ikeja
1236,8a8588dd54be35520154bf9790ea4a55,Savings,UBA,,Permanent,Graduate,42.0,,Federal Capital Territory,Kuje
1237,8a858e175b343fe2015b34860bbf44da,Savings,Skye Bank,,Permanent,,33.0,,Lagos,Kosofe
1238,8a858f13556665aa01557337c12412fc,Savings,Sterling Bank,,Permanent,Post-Graduate,44.0,,Oyo,Ibadan South West
1239,8a858e6d5b252065015b305a3ef77693,Savings,Stanbic IBTC,,Permanent,,41.0,Ikate,Lagos,Eti Osa
1240,8a858f7c5be8dc45015be964ef6f5833,Savings,First Bank,,,,35.0,Obufa Esuk Orok,Cross River,Calabar South
1241,8a858f475c7ea023015c7ed3b27b0ccf,Savings,GT Bank,,Permanent,,48.0,Itirin,Lagos,Eti Osa
1242,8a858f5f5b39bb0c015b3b298dd1358b,Savings,GT Bank,,Permanent,,40.0,,Lagos,Amuwo Odofin
1243,8a8589045384bd8301539aa56b0d7404,Other,GT Bank,,Permanent,,37.0,Ado,Lagos,Eti Osa
1244,8a858fa158f8ee8f0158ffc2f0644e78,Savings,FCMB,,,,29.0,Ogombo,Lagos,Eti Osa
1245,8a858e445cd56553015ce203566b4ea7,Savings,GT Bank,,,,35.0,Wupa,Federal Capital Territory,Municipal Area Council
1246,8a858fbf5b3a0b46015b3b145cf86aba,Savings,Access Bank,,,,30.0,Festac Town,Lagos,Amuwo Odofin
1247,8a858e945bfdb9e7015c0b334ac868eb,Savings,GT Bank,,Permanent,,45.0,Jinadu,Lagos,Eti Osa
1248,8a858fb4563228d2015646984d1d3f50,Other,Zenith Bank,,Permanent,Secondary,28.0,,Lagos,Ibeju Lekki
1249,8a858f2a5b3f2121015b4225e2455889,Savings,First Bank,,,,29.0,Abule Ijesha,Lagos,Shomolu
1250,8a858e5357d823010157d932443d28a3,Other,First Bank,,Self-Employed,,43.0,Aiyetoro,Lagos,Ajeromi/Ifelodun
1251,8a858e625c8d993a015c977c99e84aa5,Savings,UBA,,Permanent,,33.0,Aiyetoro,Oyo,Oluyole
1252,8a858e0156b782a10156c72b56162057,Savings,Stanbic IBTC,,Self-Employed,Primary,40.0,Ajah,Lagos,Eti Osa
1253,8a858e2959d14bd70159d4bc25587344,Savings,GT Bank,,Permanent,,32.0,,Ondo,Akure South
1254,8a858f615591c2cc0155932f442a68d0,Savings,GT Bank,,Self-Employed,,47.0,Ejigbo,Lagos,Oshodi/Isolo
1255,8a858f6c5a37e2a3015a3914d98f0578,Savings,Skye Bank,,Permanent,,43.0,,Anambra,Idemili South
1256,8a858ed457e2e6960157e8097165236e,Savings,First Bank,,Student,,27.0,Erifun,Ekiti,
1257,8a858f1554e294490154e74dde675366,Other,GT Bank,,Permanent,,35.0,Kura,Kaduna,Chikun
1258,8a858fd95c878bfe015c87b75e8f1fc3,Savings,GT Bank,,Permanent,,30.0,Obia,Rivers,Obio/Akpor
1259,8a858fa55cc5dbbc015cc62025142ae4,Savings,First Bank,,Permanent,,32.0,Magboro,Ogun,Obafemi Owode
1260,8a858e585693982b0156b439a16e0a8d,Savings,GT Bank,,Permanent,Graduate,37.0,Oduwole,Lagos,Alimosho
1261,8a858e045b495c30015b4f8417aa61c4,Savings,GT Bank,,Permanent,,40.0,,Ogun,Abeokuta South
1262,8a858f9c56aaf37d0156b4a832543398,Other,FCMB,,Self-Employed,Secondary,48.0,,Anambra,Njikoka
1263,8a858fc55bf27347015bf2759d8c016e,Savings,Sterling Bank,,Permanent,,34.0,Alaiyabiagba,Lagos,Ajeromi/Ifelodun
1264,8a858e935b57cc6a015b57df293c092c,Savings,GT Bank,,Permanent,,42.0,Alausa,Lagos,Ikeja
1265,8a858f1b5b256bc9015b2f998c4d6822,Savings,Sterling Bank,,Permanent,,42.0,,Ondo,Akure South
1266,8a858ecc596e3666015977c3100a7b84,Savings,First Bank,,Permanent,,41.0,,Ogun,Ifo
1267,8a858f415ba54724015ba8f78f4944a1,Savings,GT Bank,,,,32.0,Jericho,Oyo,Ibadan South West
1268,8a858e6059e0a7080159e4a861cc71eb,Savings,First Bank,,Permanent,,42.0,Adiyan,Ogun,Ifo
1269,8a858f685acd5951015acd609d0803c4,Savings,GT Bank,,,,42.0,,Kwara,Ilorin East
1270,8a858e8f5d41c974015d4b7f31865627,Savings,First Bank,,Permanent,,29.0,Emuren,Lagos,
1271,8a858f375cef1cbc015cf34fec6427ad,Savings,Access Bank,,Permanent,,48.0,Sagwari,Federal Capital Territory,Bwari
1272,8a858f585cf9d48b015cfd80919c18ed,Savings,Skye Bank,,Permanent,,43.0,Idi Oro,Lagos,Mushin
1273,8a85893d53e2e2f30153e9fb36255f0c,Other,UBA,,Self-Employed,Graduate,42.0,Apese,Lagos,Eti Osa
1274,8a858e0b5d1d8104015d1dcb82a0210c,Savings,GT Bank,,,,49.0,Lemba,Lagos,Ojo
1275,8a858ed25bf83782015bfba0a4330c86,Savings,First Bank,,Permanent,,44.0,,Lagos,Ikeja
1276,8a858edb5bd936e4015bdf8a95d7656a,Savings,Zenith Bank,,,,41.0,Shangisha,Lagos,Kosofe
1277,8a858fa45bd95e9a015be26937475887,Savings,GT Bank,,Permanent,,33.0,,Lagos,Eti Osa
1278,8a858f8d56e0c3a70156e519862924ae,Other,Zenith Bank,,Permanent,Graduate,29.0,,Plateau,Shendam
1279,8a85886f54517ee0015462760ec345fc,Other,GT Bank,,Self-Employed,Graduate,54.0,Libowu,Lagos,Ifako/Ijaye
1280,8a858eb95b8c2f6e015b8d4b02c83e7e,Savings,Diamond Bank,,Permanent,,40.0,,Kwara,Ilorin East
1281,8a8589b953d0be470153d1069c3f14cd,Savings,GT Bank,,Permanent,Secondary,38.0,Akinyele,Lagos,Alimosho
1282,8a858e1e5b1fc4ad015b1fc9fd66028a,Savings,Fidelity Bank,,Permanent,,47.0,Aiyetoro,Oyo,Oluyole
1283,8a858fd95c878bfe015c87c21233283a,Savings,UBA,,Permanent,,42.0,,Kwara,Ilorin East
1284,8a858e675c3fe0a1015c55131ebd5fa6,Savings,First Bank,,Permanent,,29.0,Apese,Lagos,Eti Osa
1285,8a858eda552adcc201553deed53a2493,Other,Diamond Bank,,Permanent,,36.0,,Красноярский край,Таймырский Долгано-Ненецкий район
1286,8a858f0456511c9401565a9725555220,Savings,GT Bank,,Permanent,,32.0,Iponri,Lagos,Surulere
1287,8a858ec35a428dcc015a4667481262fe,Savings,GT Bank,,Permanent,,40.0,Okepa,Lagos,Eti Osa
1288,8a858fea5b391cd7015b3933a65d2017,Savings,Access Bank,,,,35.0,Ado,Lagos,Eti Osa
1289,8a858fe95c88ee44015c88f55a2301aa,Savings,Access Bank,,,,43.0,Odo,Lagos,
1290,8a858e2d597cf6250159829e6e483c19,Savings,Access Bank,,,,39.0,,Lagos,
1291,8a858e6f5cd5e874015ce14cb92b3f01,Savings,GT Bank,,Permanent,,40.0,,Bauchi,
1292,8a858e965b5e1b91015b5e9e40562c58,Savings,First Bank,,Permanent,,34.0,,Ogun,Abeokuta South
1293,8a858e625c8d993a015c9bb44a9b0854,Savings,Fidelity Bank,,Permanent,,34.0,Apese,Lagos,Eti Osa
1294,8a858fbd5cd6054a015cd6adb37a2735,Savings,GT Bank,,Permanent,,40.0,Iju Junction,Lagos,Ifako/Ijaye
1295,8a858ec159932ece015996106bdc6ad9,Savings,UBA,,Permanent,,40.0,Jibowu,Ogun,Abeokuta South
1296,8a858fee58f7c77e0159039ce4725e6f,Savings,UBA,,Permanent,,43.0,Ruromerezigbu,Rivers,Obio/Akpor
1297,8a858e785c8d9167015c92c004e72b0a,Savings,GT Bank,,Permanent,,43.0,Iroko,Ogun,Ado Odo/Ota
1298,8a858f1554e29449015505ceef786df0,Other,UBA,,Self-Employed,Post-Graduate,54.0,,Lagos,Lagos Island
1299,8a858e9d5bfd7037015c0baee4de3547,Savings,EcoBank,,,,46.0,,Osun,Olorunda
1300,8a858e955add2971015addf0bf9623ee,Savings,Stanbic IBTC,,,,35.0,Igbogene,Bayelsa,
1301,8a858fba5cd5feee015cd934e2f2657f,Savings,Diamond Bank,,,,39.0,Iponri,Lagos,Surulere
1302,8a858899538ddb8e01539536add23417,Other,GT Bank,,Self-Employed,,34.0,,Lagos,
1303,8a858e5b5a80188b015a81895c596e21,Savings,Stanbic IBTC,,Permanent,,35.0,Ewekora,Ogun,Ewekoro
1304,8a858e4c5a715421015a7abbfbbd786f,Savings,GT Bank,,Permanent,,44.0,Coker,Lagos,Surulere
1305,8a8588f6548fb0c201549514019447e3,Savings,GT Bank,,Permanent,,35.0,,Federal Capital Territory,Municipal Area Council
1306,8a8589a453d0b8850153d7410291589f,Savings,GT Bank,,Permanent,,46.0,,Federal Capital Territory,Municipal Area Council
1307,8a858eb75c21a2b9015c2d16582b6eb0,Savings,GT Bank,,Permanent,,49.0,,Ogun,Abeokuta South
1308,8a858ef05c63d3b5015c6586a32e0c77,Savings,Fidelity Bank,,Permanent,,35.0,,Anambra,Onitsha North
1309,8a858f5659bc0eea0159c9e3ddee1d5f,Savings,Sterling Bank,,Permanent,,38.0,Idimu,Lagos,Alimosho
1310,8a858f8f5bfd3cfa015c0cb3fc9139b2,Savings,Access Bank,,Permanent,,44.0,Birnawa,Kaduna,Kaduna South
1311,8a858f4f5511dca2015524e4a49e4727,Savings,Standard Chartered,,Permanent,,38.0,,Lagos,Apapa
1312,8a858fd25c5a5bc7015c5dea03764080,Savings,GT Bank,,Permanent,,43.0,Ijapo,Ogun,Abeokuta South
1313,8a858f4b5ccab528015ccaf7470b2d9e,Savings,Access Bank,,Permanent,,27.0,,Abia,Aba North
1314,8a858f305cb1ec4e015cb65bf76e7744,Savings,UBA,,Permanent,,34.0,Oworonṣoki,Lagos,Kosofe
1315,8a858ed158f3044d0158fe42a7e14997,Savings,GT Bank,,Permanent,,36.0,Agidingbi,Lagos,Ikeja
1316,8a858f6155f96a03015607947b3c4f67,Savings,Access Bank,,Student,,29.0,Amatangoolo,Rivers,Obio/Akpor
1317,8a85896653e2e18b0153ea4c2b00049f,Other,GT Bank,,Self-Employed,,39.0,,Anambra,Onitsha North
1318,8a858e2155defefd0155f06f2faa2841,Other,Fidelity Bank,,Permanent,,33.0,Idi Iroko,Oyo,Ibadan South East
1319,8a858f3e5885ffa301588ee171d761d8,Savings,GT Bank,,Permanent,,36.0,,Lagos,Ikeja
1320,8a858e395cb1d4d9015cbe36653b294e,Savings,Zenith Bank,,Permanent,,36.0,,Lagos,Amuwo Odofin
1321,8a858e725c3ae262015c3e97e63a2b2b,Savings,Zenith Bank,,Permanent,,32.0,,Delta,Ukwuani
1322,8a858ef95bf799a0015bf7ad8a020a28,Savings,GT Bank,,,,34.0,,Anambra,Awka South
1323,8a858f2c59cb2d550159cbfe2d45028d,Savings,Skye Bank,,Permanent,,49.0,Ale,Lagos,Badagry
1324,8a858e2d565657b101565c1b4e586d85,Other,Stanbic IBTC,,Permanent,,32.0,,Lagos,
1325,8a858f085b905684015b906e73a01478,Savings,FCMB,,Permanent,,40.0,Ekoro,Lagos,Alimosho
1326,8a858fd35b441894015b44ed16fb63b7,Savings,GT Bank,,Permanent,,32.0,Ebute-Metta,Lagos,Lagos Mainland
1327,8a858e585693982b01569a712be80e14,Other,Access Bank,,Permanent,Graduate,43.0,,Kwara,Ilorin East
1328,8a858f0d58a18ebc0158a9bf124b5a30,Savings,Zenith Bank,MEDICAL ROAD IKEJA,Permanent,Graduate,31.0,,Lagos,Agege
1329,8a858f8d56e0c3a70156e7e736735594,Other,Stanbic IBTC,,Self-Employed,Secondary,43.0,,Abia,Aba South
1330,8a858f505ca7b434015cab87f6cb61ed,Savings,Access Bank,,Permanent,,32.0,Igbo,Lagos,Eti Osa
1331,8a858e0359b799e30159b7c4d72314cf,Savings,First Bank,,,,37.0,Suberu Oje,Lagos,Alimosho
1332,8a858fa154e2912f0154f16a80f32556,Other,Skye Bank,,Self-Employed,,31.0,,Ogun,Abeokuta South
1333,8a858f565c3acb9d015c4455228962ad,Savings,Skye Bank,,Permanent,,45.0,,Federal Capital Territory,Municipal Area Council
1334,8a858f615591c2cc01559597a77202c6,Savings,GT Bank,,Permanent,,30.0,Apena,Ogun,Odeda
1335,8a858f5a57519e480157608691d3558d,Savings,Diamond Bank,,Self-Employed,,29.0,,Delta,Sapele
1336,8a858fd95c3b5bca015c3fcc0b374c3e,Savings,UBA,,Permanent,,35.0,,Federal Capital Territory,Municipal Area Council
1337,8a858ece5b0142e3015b0f6361f57d8c,Savings,GT Bank,,Permanent,,34.0,,Delta,Ukwuani
1338,8a858fe05d421ff4015d4c87d2a21ceb,Savings,Skye Bank,,Permanent,,39.0,,Kano,Fagge
1339,8a858f295c8d307f015c93a9ccda7eb7,Savings,GT Bank,,Permanent,,36.0,Ijari,Ogun,
1340,8a858f2e5876d7d001587838696001fc,Savings,GT Bank,,Permanent,,35.0,,Ogun,Ifo
1341,8a858f795896e56b0158a52e3f196868,Savings,GT Bank,,Student,,29.0,,Ondo,
1342,8a8588ae53f1cb7c015401ca6e5a5db8,Savings,Access Bank,,Permanent,Graduate,32.0,,Ogun,Ifo
1343,8a858fc959bc56c80159cafe40c76c01,Current,Stanbic IBTC,ADENIRAN OGUNSANYA,Permanent,Graduate,30.0,Itire,Lagos,Surulere
1344,8a858f7a5ca22d3c015ca365189858f2,Savings,GT Bank,,Permanent,,31.0,Ekoro,Lagos,Alimosho
1345,8a858fb35a6b3924015a6b8d201e3239,Savings,GT Bank,,,,46.0,,Lagos,Eti Osa
1346,8a858eda5c8863ff015c8c2578833357,Savings,Access Bank,,Permanent,,40.0,,Lagos,Apapa
1347,8a858ed55c63db54015c6d8c404b1af1,Savings,GT Bank,,Permanent,,38.0,,Lagos,Kosofe
1348,8a858fc25c172499015c17f4bce4345a,Savings,Diamond Bank,,Permanent,,29.0,Ovwian,Delta,Udu
1349,8a858ef25cd0c652015cd4677dc72a89,Savings,Diamond Bank,,Permanent,,34.0,Ilado,Lagos,Eti Osa
1350,8a8589045384bd8301539e93bb010699,Other,Sterling Bank,,Permanent,Graduate,33.0,Moba,Lagos,Eti Osa
1351,8a858e325d3245ec015d328e6b0b1fcc,Savings,GT Bank,,Permanent,,47.0,,Kaduna,Kaduna North
1352,8a858ff45ca0ec96015ca0f1094902d4,Savings,Diamond Bank,,Permanent,,33.0,,Delta,Ughelli North
1353,8a858f4b55df0f530155f714fc8a6701,Savings,Heritage Bank,,Permanent,,31.0,Agidingbi,Lagos,Ikeja
1354,8a858fa154e2912f0154ef3eeb7c6e15,Other,First Bank,,Permanent,,42.0,,Akwa Ibom,
1355,8a858e59569397d5015697f83bac10d0,Savings,Access Bank,,Self-Employed,,31.0,Afodide,Ekiti,Ikere
1356,8a858ff455a09f5a0155bc4ffceb6327,Savings,GT Bank,,Permanent,,46.0,,Lagos,Ikeja
1357,8a85883353d0c4e90153d308b87e7f1a,Other,Fidelity Bank,,Permanent,Secondary,36.0,Okepa,Lagos,Eti Osa
1358,8a858f115d0e6376015d0f0cfbb13c81,Savings,Access Bank,,Unemployed,,31.0,Lafia,Lagos,Mushin
1359,8a858e705cb15527015cbf20a8da20aa,Savings,Access Bank,,,,28.0,Mushin Halt,Lagos,Mushin
1360,8a858ef255c55fd60155d8d393c94853,Other,Access Bank,,Permanent,,34.0,,Lagos,Ibeju Lekki
1361,8a858ec25a422913015a42b9e0544f59,Savings,First Bank,,Permanent,,36.0,Iganmu,Lagos,Surulere
1362,8a858ec25a4d1d16015a4d32690f05ce,Savings,UBA,,Permanent,,30.0,Mushin Halt,Lagos,Mushin
1363,8a858f7e5c213ef4015c2629c2f52ad4,Savings,Zenith Bank,,Permanent,,37.0,Mafoluku Area,Lagos,Oshodi/Isolo
1364,8a85896653e2e18b0153ea3a02c07f87,Other,Fidelity Bank,,Permanent,Graduate,30.0,Bukuru,Plateau,Jos South
1365,8a858f615591c2cc015598dface34f3a,Other,Access Bank,,Permanent,,31.0,,Benue,
1366,8a858fe45cd62cbf015cd8b70993392b,Savings,Access Bank,,Permanent,,47.0,Abule Ijesha,Lagos,Shomolu
1367,8a858edf5c69a538015c795c0a0f0baf,Savings,Sterling Bank,,Permanent,,43.0,,Kogi,
1368,8a858fde56eb02280156eb911f1e3872,Other,Zenith Bank,,Permanent,,36.0,,Oyo,Ogbomosho North
1369,8a858f8c5ca0e7fe015ca1217e0c1bcd,Savings,Keystone Bank,,Permanent,,55.0,Ineme-Ekpe,Edo,Akoko-Edo
1370,8a858e395cb1d4d9015cb236b4811cbc,Savings,First Bank,,,,57.0,Onipanu,Ogun,Ado Odo/Ota
1371,8a858f6055f82d2c0155f8c77b2b072d,Savings,Skye Bank,,Permanent,Graduate,40.0,,Kaduna,Kaduna South
1372,8a858f9d5668e3f10156767e9a0f0188,Other,Diamond Bank,,Self-Employed,,37.0,Ajah,Lagos,Eti Osa
1373,8a858ea25bf369e4015bf72bd6e75e12,Savings,UBA,,Permanent,,33.0,Alausa,Lagos,Ikeja
1374,8a858ff25c8250c1015c8265f4c80e02,Current,Fidelity Bank,,Permanent,,39.0,Paputache,Federal Capital Territory,Municipal Area Council
1375,8a858fc45c5f93be015c6082c1cc4404,Savings,First Bank,,Permanent,,38.0,Ebute Ikorodu,Lagos,
1376,8a858e945631db2f015637e7700e4e60,Savings,EcoBank,,Permanent,,30.0,,Lagos,Oshodi/Isolo
1377,8a858e5a5be99e1c015be9e56ea00fde,Savings,UBA,,Permanent,,37.0,,Lagos,
1378,8a858ed45c454c11015c4e1307e35dd9,Savings,Diamond Bank,,Permanent,,46.0,Olurinde,Oyo,Oluyole
1379,8a858e845accb4f9015accdccf761e20,Savings,First Bank,,Permanent,,40.0,Arogun,Ogun,Obafemi Owode
1380,8a8589a7545186b10154757067323535,Savings,Fidelity Bank,OBA AKRAN,Permanent,Graduate,37.0,Agbelekale,Lagos,Alimosho
1381,8a858f075b58beb8015b5bd409ec3cdc,Savings,GT Bank,,Permanent,,42.0,,Federal Capital Territory,Municipal Area Council
1382,8a858f13556665aa01556efd1d087572,Other,GT Bank,,Permanent,,45.0,Shangisha,Lagos,Kosofe
1383,8a858f595ccb6f86015cce03949b43a9,Savings,GT Bank,,Permanent,,47.0,,Federal Capital Territory,Municipal Area Council
1384,8a858f085b494826015b54791d4f0126,Savings,GT Bank,,,,33.0,Mbak Itam,Akwa Ibom,Itu
1385,8a858f9d5668e3f1015674a656b3274b,Savings,GT Bank,,Self-Employed,Graduate,44.0,,Rivers,Bonny
1386,8a858fb05d2d03c8015d2e23db9d1560,Savings,Access Bank,,,,36.0,Amadi,Rivers,
1387,8a858e0c5bfceae6015bfcfabccb0a81,Savings,First Bank,,Permanent,,38.0,,Kaduna,Chikun
1388,8a858e7c5c78b1ff015c796688235b84,Savings,Diamond Bank,,,,41.0,Ikola,Lagos,Alimosho
1389,8a858f505c7e3a50015c7f0abf5847cd,Savings,GT Bank,,Permanent,,32.0,,Osun,
1390,8a858e585693982b0156ac0d9c0b17b1,Other,GT Bank,,Permanent,Graduate,37.0,,Federal Capital Territory,Municipal Area Council
1391,8a858e455c1bf763015c1c4eab062420,Savings,First Bank,,Permanent,,34.0,,Kwara,Pategi
1392,8a8588f5542eb0d401542f48f0381490,Other,First Bank,,Self-Employed,,43.0,,Federal Capital Territory,Municipal Area Council
1393,8a858f775d0e8a23015d11f3cd1d202f,Savings,GT Bank,,,,40.0,Galadimawa,Federal Capital Territory,Municipal Area Council
1394,8a858e5856b7840c0156c1158b2c4a07,Other,GT Bank,,Self-Employed,Graduate,48.0,Isheri-Olofin,Lagos,Alimosho
1395,8a858e135c7e2eec015c81cb9dc02458,Savings,Stanbic IBTC,,Permanent,,36.0,,Delta,
1396,8a858e885b68546c015b789214a9131c,Savings,GT Bank,,Permanent,,37.0,Ilado,Lagos,Apapa
1397,8a858e9a54d9121b0154dd1bfff23870,Savings,GT Bank,,Permanent,,31.0,Abule Ijesha,Lagos,Shomolu
1398,8a858f3455a0d8070155b16b7768789b,Current,Zenith Bank,,Permanent,Post-Graduate,45.0,,Oyo,Ibadan North West
1399,8a858eed5a476a3c015a48d4049172e3,Savings,GT Bank,,Permanent,,32.0,,Ogun,Abeokuta South
1400,8a858f2c585375f0015864b6715151a1,Savings,Zenith Bank,,,,32.0,Kadobunkuro,Federal Capital Territory,Municipal Area Council
1401,8a858ec65c123dfb015c1655b29255f1,Savings,GT Bank,,Permanent,,34.0,,Lagos,Ikeja
1402,8a858f185ac156d7015ac34782ae1523,Savings,Zenith Bank,,Permanent,,30.0,Apese,Lagos,Eti Osa
1403,8a858fd3552c7562015562a28e7672a4,Other,GT Bank,,Self-Employed,Graduate,47.0,Atan,Lagos,Alimosho
1404,8a858eb4596ff919015974a667560a89,Savings,First Bank,,Permanent,,41.0,Elere,Ogun,Ewekoro
1405,8a858f13556665aa015572d6e7b872de,Other,GT Bank,,Self-Employed,Post-Graduate,45.0,,Oyo,Ibadan North
1406,8a858efa5b444739015b47adb9a25de1,Savings,First Bank,,Permanent,,40.0,Ijesha-Tedo,Lagos,Surulere
1407,8a858ee0560bc077015617223d040e96,Other,GT Bank,,Unemployed,,29.0,,Lagos,Kosofe
1408,8a858fa55b623a05015b623bb10001c6,Savings,First Bank,,Permanent,,39.0,Sango,Oyo,Ibadan North
1409,8a85893d53f104eb0153f5a6a7d850eb,Other,First Bank,,Self-Employed,Post-Graduate,43.0,Akenfa,Bayelsa,
1410,8a858e025ab3a6c2015ab74cfa5c4431,Savings,Access Bank,,Unemployed,,34.0,,Federal Capital Territory,Municipal Area Council
1411,8a858fab5cd5e1a7015ce60347f43f55,Savings,GT Bank,,Permanent,,45.0,Jiru,Federal Capital Territory,Municipal Area Council
1412,8a858fa05cf48427015cf841cd9a7973,Savings,GT Bank,,Permanent,,54.0,Aso,Federal Capital Territory,Municipal Area Council
1413,8a858fe45a7f52b1015a818bd5ad73a0,Savings,Skye Bank,,Permanent,,30.0,Mushin,Lagos,Mushin
1414,8a858e625c8d993a015c938f829f77ee,Savings,First Bank,,Permanent,,34.0,,Delta,
1415,8a858eb95b8c2f6e015b8cb299b128a0,Savings,First Bank,,Permanent,,42.0,Ijaiye,Lagos,Ifako/Ijaye
1416,8a858e8457f7a42a0157fae7238c3d4c,Other,First Bank,,Self-Employed,Graduate,38.0,Maiyegun,Lagos,Eti Osa
1417,8a85896653e2e18b0153f0c200dd62c6,Savings,First Bank,,Permanent,Graduate,28.0,,Lagos,Alimosho
1418,8a858e0156b782a10156c6613e7c4b5f,Other,GT Bank,,Permanent,,41.0,Agidingbi,Lagos,Ikeja
1419,8a858fa05cf48427015cf4b17c751e5f,Savings,GT Bank,,,,31.0,Dakibiu,Federal Capital Territory,Municipal Area Council
1420,8a858f185b390ca6015b392e46cd20ee,Savings,FCMB,,Permanent,,37.0,Barikin Jirga Summa,Plateau,Jos South
1421,8a858f255c78552d015c7877d6e11cdb,Savings,EcoBank,,Permanent,,39.0,Ishaga,Lagos,Oshodi/Isolo
1422,8a858fe05d421ff4015d4c5284f11359,Savings,Access Bank,,,,50.0,,Lagos,Mushin
1423,8a858e5856b7840c0156bc78a4767ae8,Other,GT Bank,,Self-Employed,Graduate,33.0,Igbosere,Lagos,Eti Osa
1424,8a858e165b90faf9015b973923842ae9,Savings,EcoBank,,Permanent,,42.0,,Kogi,
1425,8a858f465668e3d6015685204d750dd7,Savings,First Bank,,Permanent,Graduate,34.0,,Oyo,Oluyole
1426,8a8588f35451808f01547b8e92ec220d,Savings,Diamond Bank,,Permanent,,38.0,,Lagos,Mushin
1427,8a8588b754517d80015457518d6a1968,Savings,GT Bank,,Permanent,Graduate,34.0,Ilado,Lagos,Eti Osa
1428,8a858e5555780ea001557e7212a741c5,Other,Stanbic IBTC,,Student,,29.0,Akintayo,Oyo,Egbeda
1429,8a858e345bd96da8015be47b59666198,Savings,Fidelity Bank,,Permanent,,38.0,George,Lagos,Ikeja
1430,8a858e345bd96da8015be6b9f8bc10c7,Savings,GT Bank,,Permanent,,34.0,Tijani,Oyo,Oluyole
1431,8a858e495cef1ef1015cf2969cc12781,Savings,First Bank,,Permanent,,34.0,,Kwara,Ilorin East
1432,8a858edf55ca17ba0155de9a93fd4b4b,Savings,Diamond Bank,,Permanent,,39.0,Ijegun,Lagos,Alimosho
1433,8a858ec05ba5ca1d015bae4081105e57,Savings,First Bank,,Permanent,,31.0,,Lagos,Ikeja
1434,8a858f9d5afc0a16015b0054bbf824f1,Savings,GT Bank,,,,39.0,Ajegunle,Lagos,Alimosho
1435,8a858e885c9c6f96015ca07a1fe371fd,Savings,UBA,,Permanent,,42.0,Akinogun,Lagos,Alimosho
1436,8a858ea8580b1fee015810374b69234f,Other,Access Bank,,Permanent,Graduate,52.0,,Lagos,Oshodi/Isolo
1437,8a858f465668e3d60156790caa5f49da,Other,GT Bank,,Self-Employed,,28.0,,Oyo,Ibadan South West
1438,8a858e1e54e2aa5a0154fbf9330120e1,Other,GT Bank,,Self-Employed,Secondary,33.0,Igbobi,Lagos,Shomolu
1439,8a858f975c4582c4015c536f14707d09,Savings,GT Bank,,,,44.0,,Oyo,Ibadan North
1440,8a858e1c56dfea870156f57a826a1207,Savings,FCMB,,Permanent,Graduate,38.0,Omiyale,Oyo,Oluyole
1441,8a858fa4552add9f01553b45e3de1ac4,Other,GT Bank,,Permanent,,45.0,Magbon,Lagos,Agege
1442,8a858ec55b67bb15015b67ce6a96119a,Savings,Access Bank,,Permanent,,39.0,Isiehor,Edo,Ovia North-East
1443,8a858f065b1fe50a015b20c201f574d1,Savings,GT Bank,,Permanent,,41.0,Ilado,Lagos,Eti Osa
1444,8a858f0b5b5ddd79015b5e73ab0e5443,Savings,Union Bank,,Permanent,,38.0,,Oyo,Ido
1445,8a858eda552adcc2015559532234110a,Other,GT Bank,,Student,,32.0,Igbobi,Lagos,Shomolu
1446,8a858e9b560bbd63015612f7790c7b4f,Other,First Bank,,Self-Employed,,45.0,,Niger,
1447,8a858edd5c8348c4015c83b50abf26f4,Savings,GT Bank,,Permanent,,33.0,Aiyetoro,Ogun,Ado Odo/Ota
1448,8a858fff5a28d297015a2db9e78d1744,Savings,Zenith Bank,,Permanent,,29.0,,Lagos,
1449,8a858f025a1e7e0c015a1f38bb824bd3,Savings,GT Bank,,Permanent,,35.0,Shangisha,Lagos,Kosofe
1450,8a858e535bab293b015babc929a521d1,Savings,Zenith Bank,,Permanent,,35.0,Igbobi,Lagos,Shomolu
1451,8a858e0f5c45466f015c55c7e09d5e9c,Savings,UBA,,,,35.0,,Nasarawa,
1452,8a858f085b494826015b4c9e290c7d30,Savings,Access Bank,,Permanent,,37.0,Ungwan Rimi,Kaduna,Kaduna North
1453,8a858e5b5bd99460015be581e6a247b8,Savings,GT Bank,,,,37.0,,Lagos,Ikeja
1454,8a858e9156e137c601570a050b355c99,Savings,Access Bank,,Permanent,,41.0,Orogbum,Rivers,
1455,8a858fa3552ae11201552fce5df04e1a,Other,Stanbic IBTC,,Permanent,Graduate,35.0,Egbe,Lagos,Alimosho
